Passenger_ID,Age,Gender,Class,Flight_Distance,Departure_Delay,Arrival_Delay,Flight_Duration,Seat_Comfort,InFlight_Entertainment,Food_Quality,Cleanliness,Cabin_Staff_Service,Legroom,Baggage_Handling,CheckIn_Service,Boarding_Process,WiFi_Service,Festival_Season_Travel,Overall_Satisfaction,Recommendation,Complaint_Submitted,Feedback_Comments,Loyalty_Membership,Frequent_Flyer,Baggage_Lost,Compensation_Received,Seat_Upgrade,Special_Assistance,Refund_Requested,Discount_Received,Preferred_Airline,Frequent_Route,Travel_Purpose_Family,Travel_Purpose_Leisure,Travel_Purpose_Medical,Travel_Purpose_Study,Travel_Purpose_Transit,Airline_Name_AirAsia India,Airline_Name_Akasa Air,Airline_Name_Alliance Air,Airline_Name_GoAir,Airline_Name_Indigo,Airline_Name_SpiceJet,Airline_Name_TruJet,Airline_Name_Vistara,Departure_City_Bangalore,Departure_City_Bhubaneswar,Departure_City_Chennai,Departure_City_Delhi,Departure_City_Guwahati,Departure_City_Hyderabad,Departure_City_Jaipur,Departure_City_Kochi,Departure_City_Kolkata,Departure_City_Lucknow,Departure_City_Mumbai,Departure_City_Pune,Arrival_City_Bangalore,Arrival_City_Bhubaneswar,Arrival_City_Chennai,Arrival_City_Delhi,Arrival_City_Guwahati,Arrival_City_Hyderabad,Arrival_City_Jaipur,Arrival_City_Kochi,Arrival_City_Kolkata,Arrival_City_Lucknow,Arrival_City_Mumbai,Arrival_City_Pune,Complaint_Type_Broken Entertainment System,Complaint_Type_Delay,Complaint_Type_Food,Complaint_Type_Long Security Check,Complaint_Type_No Complaint,Complaint_Type_Other,Complaint_Type_Service,Complaint_Type_Turbulence,Complaint_Type_Unhygienic Toilets,Seat_Type_Middle,Seat_Type_Standard,Seat_Type_Window,Booking_Channel_Mobile App,Booking_Channel_Online,Booking_Channel_Travel Agency,Payment_Method_Credit Card,Payment_Method_Debit Card,Payment_Method_Net Banking,Payment_Method_UPI,Airline_Loyalty_Program_Flying Returns (Air India),Airline_Loyalty_Program_IndiGo 6E Rewards,Airline_Loyalty_Program_SpiceClub
59,50,1,1,438,15,0,26,0,6,0,10,0,0,10,0,0,0,1,0,0.0,0,Bad,0,1,1,0,1,1,0.0,0,0,Chennai - Kolkata,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
60,50,1,1,1441,15,0,86,10,6,0,10,0,4,0,10,10,0,0,2,0.0,0,WiFi was not working.,3,0,0,1,0,1,0.0,0,0,Delhi - Mumbai,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False
61,50,1,1,5000,15,0,300,10,10,0,10,10,10,0,10,0,0,0,1,0.0,0,Good,1,0,0,0,0,0,0.0,1,1,Delhi - Mumbai,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False
62,68,1,0,586,15,0,35,10,6,0,1,0,10,10,10,0,1,1,0,0.0,0,Terrible experience.,1,0,0,0,0,1,1.0,0,0,Bangalore - Hyderabad,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True
63,90,0,0,1441,15,0,86,1,5,10,10,5,6,0,0,10,0,1,3,0.0,0,Good,3,0,0,0,0,1,0.0,1,1,Pune - Delhi,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False
64,90,1,1,5000,0,0,300,0,10,2,6,6,0,0,0,10,2,1,1,0.0,1,Great service!,3,1,1,1,0,1,0.0,0,0,Delhi - Mumbai,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False
65,90,1,2,1441,0,5,86,10,10,3,3,10,5,10,10,10,1,1,3,0.0,0,No Feedback,1,1,1,0,1,0,0.0,1,0,Bangalore - Hyderabad,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False
66,50,0,0,1441,15,5,86,6,6,0,0,10,10,3,6,3,0,0,1,0.0,1,Bad,0,0,0,0,0,0,0.0,0,1,Chennai - Kolkata,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
67,50,1,0,874,0,0,52,2,10,10,0,10,0,0,10,0,0,0,3,0.0,0,Food was cold.,2,1,1,0,0,1,1.0,1,0,Delhi - Mumbai,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False
68,59,1,1,1441,15,0,86,10,10,10,6,10,0,0,10,6,1,0,1,1.0,0,Good,1,1,0,0,0,1,0.0,0,0,Chennai - Kolkata,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False
69,39,1,2,1441,0,5,86,4,2,4,0,10,0,0,10,6,0,0,3,0.0,0,Loved the flight.,1,0,0,1,0,0,0.0,0,0,Delhi - Mumbai,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
70,65,0,2,1441,15,0,86,10,3,6,6,10,10,6,10,1,2,1,1,0.0,0,Good,0,0,1,0,0,1,0.0,0,0,Delhi - Mumbai,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False
71,63,1,0,1441,0,0,86,0,6,0,10,10,10,1,0,6,0,0,2,1.0,0,Good,3,1,1,0,0,1,0.0,0,1,Delhi - Mumbai,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False
72,50,1,1,1441,15,5,86,4,4,1,3,6,3,6,10,0,0,1,0,1.0,0,Terrible experience.,3,1,0,0,0,1,0.0,1,1,Bangalore - Hyderabad,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
73,24,1,2,1441,0,0,86,4,10,6,0,5,0,6,6,10,0,0,1,0.0,0,Loved the flight.,1,0,0,0,0,1,0.0,0,2,Delhi - Mumbai,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False
74,50,0,1,1441,0,5,86,10,10,10,0,0,5,10,10,6,1,0,0,1.0,0,Good,3,0,0,1,0,0,0.0,0,2,Pune - Delhi,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True
75,61,1,0,5000,0,5,300,10,1,0,10,2,6,4,10,3,0,1,0,1.0,0,Terrible experience.,2,1,1,0,1,0,0.0,1,1,Delhi - Mumbai,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False
76,55,1,1,1441,0,0,86,10,5,5,6,3,6,0,0,6,0,1,1,0.0,0,Great service!,0,0,0,1,0,1,0.0,1,2,Pune - Delhi,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False
77,50,1,2,1436,15,0,86,0,0,10,10,6,0,0,1,10,1,1,1,0.0,0,Bad,3,1,0,0,0,0,0.0,0,1,Bangalore - Hyderabad,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False
78,90,0,1,1441,0,5,86,5,6,4,10,0,2,0,0,6,0,1,0,1.0,0,Loved the flight.,1,0,0,1,0,0,1.0,0,1,Delhi - Mumbai,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
79,23,1,0,5000,15,5,300,10,6,6,6,6,10,4,10,6,0,0,2,0.0,0,No Feedback,3,0,0,1,1,1,0.0,1,0,Pune - Delhi,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False
80,50,0,2,1441,15,5,86,10,10,0,0,0,3,6,6,0,0,0,3,1.0,0,Food was cold.,1,0,1,0,1,0,0.0,0,2,Bangalore - Hyderabad,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False
81,90,0,1,5000,0,5,300,0,10,0,10,0,0,10,10,0,0,0,1,0.0,0,Good,1,0,0,1,0,0,0.0,0,0,Bangalore - Hyderabad,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
82,50,0,2,5000,15,0,300,6,0,10,10,0,0,0,10,0,0,1,2,0.0,0,Good,0,0,0,0,0,0,0.0,0,1,Chennai - Kolkata,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False
83,47,1,1,1441,15,5,86,0,10,0,6,6,1,0,10,0,0,1,3,0.0,0,Good,0,1,0,0,0,1,0.0,0,1,Bangalore - Hyderabad,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
84,50,0,2,1441,15,0,86,10,6,0,10,3,0,0,0,5,0,0,2,0.0,0,WiFi was not working.,0,1,0,1,0,0,0.0,1,1,Delhi - Mumbai,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True
85,50,1,1,1441,15,5,86,10,10,0,0,0,6,0,0,10,0,1,3,0.0,1,Food was cold.,2,1,1,0,1,1,0.0,1,1,Bangalore - Hyderabad,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
86,58,1,1,5000,0,5,300,10,6,0,10,10,3,3,10,6,0,0,1,1.0,0,No Feedback,0,1,1,0,1,1,1.0,0,1,Delhi - Mumbai,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
87,50,1,1,1441,15,0,86,6,10,0,0,10,10,0,3,6,0,0,3,0.0,1,Terrible experience.,3,0,0,1,0,0,0.0,1,1,Bangalore - Hyderabad,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
88,50,1,0,1441,15,5,86,0,10,0,2,0,0,0,10,0,0,1,2,0.0,1,Loved the flight.,1,1,0,0,0,1,1.0,0,1,Pune - Delhi,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
89,90,1,2,1441,0,5,86,10,0,10,6,10,10,0,0,6,0,1,2,1.0,1,No Feedback,1,1,1,1,1,0,0.0,1,2,Delhi - Mumbai,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True
90,50,1,2,1441,0,5,86,10,0,6,0,0,10,6,5,6,0,1,1,0.0,1,Bad,1,1,1,1,0,1,0.0,0,2,Delhi - Mumbai,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True
91,50,1,0,2130,1,5,127,10,10,0,10,6,0,10,6,10,0,1,1,1.0,0,Terrible experience.,1,1,0,0,0,0,0.0,0,2,Bangalore - Hyderabad,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
92,55,1,2,1441,0,5,86,6,0,2,3,10,6,0,6,0,0,0,1,1.0,0,Food was cold.,0,1,0,0,1,1,0.0,1,2,Delhi - Mumbai,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
93,90,1,2,1620,15,5,97,10,6,10,10,2,10,0,0,6,0,1,1,0.0,1,Good,1,0,0,1,0,1,0.0,0,2,Pune - Delhi,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
94,51,1,2,1441,0,5,86,5,10,1,10,4,10,5,6,6,0,0,3,0.0,0,Terrible experience.,2,0,0,0,0,1,0.0,1,1,Pune - Delhi,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False
95,21,0,2,5000,0,0,300,10,0,0,0,4,10,6,10,6,0,0,1,0.0,0,Good,0,1,1,0,0,0,0.0,0,2,Chennai - Kolkata,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
96,90,1,1,942,0,5,56,6,10,0,0,10,10,10,0,10,0,0,3,0.0,1,Good,0,0,0,1,0,1,1.0,1,0,Bangalore - Hyderabad,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False
97,90,1,1,2797,0,5,167,6,10,10,6,10,5,0,10,6,5,1,3,1.0,0,Bad,3,0,0,0,0,0,0.0,1,2,Delhi - Mumbai,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
98,43,1,2,5000,15,5,300,10,10,10,10,6,0,0,6,10,0,0,1,1.0,0,Good,0,0,1,0,1,1,1.0,1,1,Delhi - Mumbai,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False
99,50,1,2,1441,0,0,86,10,10,2,10,10,3,0,10,4,3,1,3,0.0,0,Great service!,1,0,1,0,0,0,0.0,1,0,Chennai - Kolkata,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
100,90,1,2,1441,15,5,86,10,10,10,10,10,6,0,5,0,0,1,1,0.0,1,Terrible experience.,0,0,1,0,1,1,1.0,0,1,Bangalore - Hyderabad,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
101,90,0,0,1441,15,0,86,0,0,10,0,10,10,0,3,6,1,1,2,0.0,1,Food was cold.,2,0,1,0,0,1,0.0,1,2,Delhi - Mumbai,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
102,50,0,1,1441,15,5,86,5,0,5,6,2,3,10,5,10,0,1,2,1.0,0,Bad,0,0,1,1,0,0,1.0,0,1,Pune - Delhi,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False
103,90,1,1,5000,0,5,300,10,0,10,4,0,0,0,10,0,0,0,0,0.0,0,No Feedback,0,1,1,0,1,1,0.0,0,0,Delhi - Mumbai,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
104,51,1,1,1441,15,5,86,0,10,0,0,10,6,10,10,10,0,1,3,0.0,0,Loved the flight.,1,0,1,0,0,1,1.0,1,2,Bangalore - Hyderabad,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
105,45,0,2,1441,0,0,86,10,0,0,10,0,6,3,10,6,0,1,1,1.0,0,Good,3,0,0,0,0,0,1.0,0,0,Bangalore - Hyderabad,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
106,50,1,1,1441,0,0,86,6,10,0,10,10,0,0,10,10,0,1,3,1.0,1,Terrible experience.,0,1,0,1,0,1,0.0,0,2,Pune - Delhi,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
107,26,1,2,5000,15,0,300,6,6,10,10,3,5,10,3,0,0,0,0,0.0,1,Loved the flight.,0,0,1,0,0,0,0.0,1,1,Delhi - Mumbai,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
108,50,1,2,2160,0,0,129,3,10,6,6,0,10,10,10,10,4,1,1,1.0,0,Good,1,0,1,0,1,0,0.0,1,1,Bangalore - Hyderabad,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
109,90,1,2,1441,15,5,86,10,0,2,10,0,6,0,10,0,5,1,0,0.0,0,Bad,3,0,0,0,0,0,0.0,0,2,Chennai - Kolkata,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False
110,50,0,0,1441,15,5,86,10,0,10,10,6,5,0,3,6,0,0,3,0.0,1,Bad,3,0,0,0,0,1,0.0,1,1,Pune - Delhi,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
111,74,1,1,1441,15,0,86,0,10,4,0,0,0,6,0,10,0,0,2,0.0,0,Great service!,1,0,0,1,0,0,0.0,1,0,Bangalore - Hyderabad,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True
112,50,1,2,1441,0,5,86,10,3,0,1,10,10,0,0,0,0,1,2,1.0,0,Good,0,1,0,0,1,0,0.0,1,0,Delhi - Mumbai,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False
113,50,1,1,1201,15,0,72,10,0,0,10,10,4,10,10,10,0,1,3,0.0,0,No Feedback,1,0,1,0,0,1,0.0,1,1,Delhi - Mumbai,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
114,38,0,0,1079,0,5,64,0,10,1,0,0,6,6,10,4,0,1,3,1.0,0,Good,0,0,0,0,1,0,0.0,0,2,Chennai - Kolkata,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
115,50,0,1,1271,15,5,76,10,0,0,10,1,0,10,6,5,0,1,3,1.0,0,WiFi was not working.,0,1,0,0,1,0,1.0,1,1,Pune - Delhi,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False
116,50,0,1,2627,15,0,157,10,0,0,10,0,10,10,0,10,0,0,2,0.0,0,Good,2,0,1,0,0,1,0.0,1,0,Chennai - Kolkata,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
117,90,0,2,1441,15,5,86,1,10,0,0,10,10,0,0,2,5,0,1,0.0,0,WiFi was not working.,2,1,0,1,0,1,0.0,1,1,Chennai - Kolkata,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False
118,50,1,2,1441,0,5,86,6,0,0,4,10,2,0,10,6,0,1,1,1.0,0,Good,1,0,0,0,0,0,0.0,1,2,Delhi - Mumbai,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
119,50,0,0,1441,15,5,86,10,6,0,6,10,10,0,10,10,0,1,1,0.0,0,Bad,2,1,1,0,0,1,0.0,1,2,Bangalore - Hyderabad,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
120,90,1,2,1441,0,0,86,10,10,10,6,6,0,10,1,6,1,0,3,0.0,0,WiFi was not working.,2,1,1,1,0,1,0.0,1,2,Delhi - Mumbai,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
121,50,1,1,1581,0,5,94,10,0,10,4,0,0,0,10,0,0,0,2,0.0,0,Terrible experience.,2,1,1,0,0,0,0.0,0,2,Pune - Delhi,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True
122,50,1,2,1441,0,5,86,0,0,0,6,10,10,10,10,6,0,0,3,0.0,1,Bad,3,1,0,1,1,1,0.0,1,2,Bangalore - Hyderabad,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
