Passenger_ID,Age,Gender,Class,Flight_Distance,Departure_Delay,Arrival_Delay,Flight_Duration,Seat_Comfort,InFlight_Entertainment,Food_Quality,Cleanliness,Cabin_Staff_Service,Legroom,Baggage_Handling,CheckIn_Service,Boarding_Process,WiFi_Service,Festival_Season_Travel,Overall_Satisfaction,Recommendation,Complaint_Submitted,Loyalty_Membership,Frequent_Flyer,Baggage_Lost,Compensation_Received,Seat_Upgrade,Special_Assistance,Refund_Requested,Discount_Received,Preferred_Airline,Feedback_Comments_Food was cold.,Feedback_Comments_Good,Feedback_Comments_Great service!,Feedback_Comments_Loved the flight.,Feedback_Comments_No Feedback,Feedback_Comments_Terrible experience.,Feedback_Comments_WiFi was not working.,Frequent_Route_Chennai - Kolkata,Frequent_Route_Delhi - Mumbai,Frequent_Route_Pune - Delhi,Travel_Purpose_Family_True,Travel_Purpose_Leisure_True,Travel_Purpose_Medical_True,Travel_Purpose_Study_True,Travel_Purpose_Transit_True,Airline_Name_AirAsia India_True,Airline_Name_Akasa Air_True,Airline_Name_Alliance Air_True,Airline_Name_GoAir_True,Airline_Name_Indigo_True,Airline_Name_SpiceJet_True,Airline_Name_TruJet_True,Airline_Name_Vistara_True,Departure_City_Bangalore_True,Departure_City_Bhubaneswar_True,Departure_City_Chennai_True,Departure_City_Delhi_True,Departure_City_Guwahati_True,Departure_City_Hyderabad_True,Departure_City_Jaipur_True,Departure_City_Kochi_True,Departure_City_Kolkata_True,Departure_City_Lucknow_True,Departure_City_Mumbai_True,Departure_City_Pune_True,Arrival_City_Bangalore_True,Arrival_City_Bhubaneswar_True,Arrival_City_Chennai_True,Arrival_City_Delhi_True,Arrival_City_Guwahati_True,Arrival_City_Hyderabad_True,Arrival_City_Jaipur_True,Arrival_City_Kochi_True,Arrival_City_Kolkata_True,Arrival_City_Lucknow_True,Arrival_City_Mumbai_True,Arrival_City_Pune_True,Complaint_Type_Broken Entertainment System_True,Complaint_Type_Delay_True,Complaint_Type_Food_True,Complaint_Type_Long Security Check_True,Complaint_Type_No Complaint_True,Complaint_Type_Other_True,Complaint_Type_Service_True,Complaint_Type_Turbulence_True,Complaint_Type_Unhygienic Toilets_True,Seat_Type_Middle_True,Seat_Type_Standard_True,Seat_Type_Window_True,Booking_Channel_Mobile App_True,Booking_Channel_Online_True,Booking_Channel_Travel Agency_True,Payment_Method_Credit Card_True,Payment_Method_Debit Card_True,Payment_Method_Net Banking_True,Payment_Method_UPI_True,Airline_Loyalty_Program_Flying Returns (Air India)_True,Airline_Loyalty_Program_IndiGo 6E Rewards_True,Airline_Loyalty_Program_SpiceClub_True
56,50,0,0,1441,15,5,86,5,4,4,4,5,4,1,5,4,2,1,0,0.0,1,3,0,0,0,0,0,0.0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
57,39,1,2,1358,0,0,81,5,5,1,5,5,2,5,2,5,1,1,1,0.0,0,2,1,1,0,0,0,1.0,1,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
58,50,0,2,1388,15,5,83,5,1,1,5,1,4,1,5,1,1,1,0,0.0,0,0,0,0,0,1,0,1.0,1,2,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
59,50,1,1,438,15,0,26,1,4,1,5,1,1,5,1,1,1,1,0,0.0,0,0,1,1,0,1,1,0.0,0,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
60,50,1,1,1441,15,0,86,5,4,1,5,1,3,1,5,5,1,0,2,0.0,0,3,0,0,1,0,1,0.0,0,0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False
61,50,1,1,5000,15,0,300,5,5,1,5,5,5,1,5,1,1,0,1,0.0,0,1,0,0,0,0,0,0.0,1,1,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False
62,68,1,0,586,15,0,35,5,4,1,2,1,5,5,5,1,2,1,0,0.0,0,1,0,0,0,0,1,1.0,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True
63,90,0,0,1441,15,0,86,2,4,5,5,4,4,1,1,5,1,1,3,0.0,0,3,0,0,0,0,1,0.0,1,1,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
64,90,1,1,5000,0,0,300,1,5,2,4,4,1,1,1,5,2,1,1,0.0,1,3,1,1,1,0,1,0.0,0,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False
65,90,1,2,1441,0,5,86,5,5,2,2,5,4,5,5,5,2,1,3,0.0,0,1,1,1,0,1,0,0.0,1,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False
66,50,0,0,1441,15,5,86,4,4,1,1,5,5,2,4,2,1,0,1,0.0,1,0,0,0,0,0,0,0.0,0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
67,50,1,0,874,0,0,52,2,5,5,1,5,1,1,5,1,1,0,3,0.0,0,2,1,1,0,0,1,1.0,1,0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False
68,59,1,1,1441,15,0,86,5,5,5,4,5,1,1,5,4,2,0,1,1.0,0,1,1,0,0,0,1,0.0,0,0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False
69,39,1,2,1441,0,5,86,3,2,3,1,5,1,1,5,4,1,0,3,0.0,0,1,0,0,1,0,0,0.0,0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
70,65,0,2,1441,15,0,86,5,2,4,4,5,5,4,5,2,2,1,1,0.0,0,0,0,1,0,0,1,0.0,0,0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False
71,63,1,0,1441,0,0,86,1,4,1,5,5,5,2,1,4,1,0,2,1.0,0,3,1,1,0,0,1,0.0,0,1,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False
72,50,1,1,1441,15,5,86,3,3,2,2,4,2,4,5,1,1,1,0,1.0,0,3,1,0,0,0,1,0.0,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
73,24,1,2,1441,0,0,86,3,5,4,1,4,1,4,4,5,1,0,1,0.0,0,1,0,0,0,0,1,0.0,0,2,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False
74,50,0,1,1441,0,5,86,5,5,5,1,1,4,5,5,4,2,0,0,1.0,0,3,0,0,1,0,0,0.0,0,2,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
75,61,1,0,5000,0,5,300,5,2,1,5,2,4,3,5,2,1,1,0,1.0,0,2,1,1,0,1,0,0.0,1,1,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False
76,55,1,1,1441,0,0,86,5,4,4,4,2,4,1,1,4,1,1,1,0.0,0,0,0,0,1,0,1,0.0,1,2,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
77,50,1,2,1436,15,0,86,1,1,5,5,4,1,1,2,5,2,1,1,0.0,0,3,1,0,0,0,0,0.0,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False
78,90,0,1,1441,0,5,86,4,4,3,5,1,2,1,1,4,1,1,0,1.0,0,1,0,0,1,0,0,1.0,0,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
79,23,1,0,5000,15,5,300,5,4,4,4,4,5,3,5,4,1,0,2,0.0,0,3,0,0,1,1,1,0.0,1,0,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False
80,50,0,2,1441,15,5,86,5,5,1,1,1,2,4,4,1,1,0,3,1.0,0,1,0,1,0,1,0,0.0,0,2,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
81,90,0,1,5000,0,5,300,1,5,1,5,1,1,5,5,1,1,0,1,0.0,0,1,0,0,1,0,0,0.0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
82,50,0,2,5000,15,0,300,4,1,5,5,1,1,1,5,1,1,1,2,0.0,0,0,0,0,0,0,0,0.0,0,1,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False
83,47,1,1,1441,15,5,86,1,5,1,4,4,2,1,5,1,1,1,3,0.0,0,0,1,0,0,0,1,0.0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
84,50,0,2,1441,15,0,86,5,4,1,5,2,1,1,1,4,1,0,2,0.0,0,0,1,0,1,0,0,0.0,1,1,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True
85,50,1,1,1441,15,5,86,5,5,1,1,1,4,1,1,5,1,1,3,0.0,1,2,1,1,0,1,1,0.0,1,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
86,58,1,1,5000,0,5,300,5,4,1,5,5,2,2,5,4,1,0,1,1.0,0,0,1,1,0,1,1,1.0,0,1,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
87,50,1,1,1441,15,0,86,4,5,1,1,5,5,1,2,4,1,0,3,0.0,1,3,0,0,1,0,0,0.0,1,1,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
88,50,1,0,1441,15,5,86,1,5,1,2,1,1,1,5,1,1,1,2,0.0,1,1,1,0,0,0,1,1.0,0,1,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
89,90,1,2,1441,0,5,86,5,1,5,4,5,5,1,1,4,1,1,2,1.0,1,1,1,1,1,1,0,0.0,1,2,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True
90,50,1,2,1441,0,5,86,5,1,4,1,1,5,4,4,4,1,1,1,0.0,1,1,1,1,1,0,1,0.0,0,2,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True
91,50,1,0,2130,1,5,127,5,5,1,5,4,1,5,4,5,1,1,1,1.0,0,1,1,0,0,0,0,0.0,0,2,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
92,55,1,2,1441,0,5,86,4,1,2,2,5,4,1,4,1,1,0,1,1.0,0,0,1,0,0,1,1,0.0,1,2,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
93,90,1,2,1620,15,5,97,5,4,5,5,2,5,1,1,4,1,1,1,0.0,1,1,0,0,1,0,1,0.0,0,2,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
94,51,1,2,1441,0,5,86,4,5,2,5,3,5,4,4,4,1,0,3,0.0,0,2,0,0,0,0,1,0.0,1,1,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False
95,21,0,2,5000,0,0,300,5,1,1,1,3,5,4,5,4,1,0,1,0.0,0,0,1,1,0,0,0,0.0,0,2,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
96,90,1,1,942,0,5,56,4,5,1,1,5,5,5,1,5,1,0,3,0.0,1,0,0,0,1,0,1,1.0,1,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False
97,90,1,1,2797,0,5,167,4,5,5,4,5,4,1,5,4,4,1,3,1.0,0,3,0,0,0,0,0,0.0,1,2,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
98,43,1,2,5000,15,5,300,5,5,5,5,4,1,1,4,5,1,0,1,1.0,0,0,0,1,0,1,1,1.0,1,1,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False
99,50,1,2,1441,0,0,86,5,5,2,5,5,2,1,5,3,2,1,3,0.0,0,1,0,1,0,0,0,0.0,1,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
100,90,1,2,1441,15,5,86,5,5,5,5,5,4,1,4,1,1,1,1,0.0,1,0,0,1,0,1,1,1.0,0,1,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
101,90,0,0,1441,15,0,86,1,1,5,1,5,5,1,2,4,2,1,2,0.0,1,2,0,1,0,0,1,0.0,1,2,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
102,50,0,1,1441,15,5,86,4,1,4,4,2,2,5,4,5,1,1,2,1.0,0,0,0,1,1,0,0,1.0,0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False
103,90,1,1,5000,0,5,300,5,1,5,3,1,1,1,5,1,1,0,0,0.0,0,0,1,1,0,1,1,0.0,0,0,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
104,51,1,1,1441,15,5,86,1,5,1,1,5,4,5,5,5,1,1,3,0.0,0,1,0,1,0,0,1,1.0,1,2,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
105,45,0,2,1441,0,0,86,5,1,1,5,1,4,2,5,4,1,1,1,1.0,0,3,0,0,0,0,0,1.0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
106,50,1,1,1441,0,0,86,4,5,1,5,5,1,1,5,5,1,1,3,1.0,1,0,1,0,1,0,1,0.0,0,2,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
107,26,1,2,5000,15,0,300,4,4,5,5,2,4,5,2,1,1,0,0,0.0,1,0,0,1,0,0,0,0.0,1,1,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
108,50,1,2,2160,0,0,129,2,5,4,4,1,5,5,5,5,3,1,1,1.0,0,1,0,1,0,1,0,0.0,1,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
109,90,1,2,1441,15,5,86,5,1,2,5,1,4,1,5,1,4,1,0,0.0,0,3,0,0,0,0,0,0.0,0,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False
110,50,0,0,1441,15,5,86,5,1,5,5,4,4,1,2,4,1,0,3,0.0,1,3,0,0,0,0,1,0.0,1,1,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
111,74,1,1,1441,15,0,86,1,5,3,1,1,1,4,1,5,1,0,2,0.0,0,1,0,0,1,0,0,0.0,1,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True
112,50,1,2,1441,0,5,86,5,2,1,2,5,5,1,1,1,1,1,2,1.0,0,0,1,0,0,1,0,0.0,1,0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False
113,50,1,1,1201,15,0,72,5,1,1,5,5,3,5,5,5,1,1,3,0.0,0,1,0,1,0,0,1,0.0,1,1,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
114,38,0,0,1079,0,5,64,1,5,2,1,1,4,4,5,3,1,1,3,1.0,0,0,0,0,0,1,0,0.0,0,2,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
115,50,0,1,1271,15,5,76,5,1,1,5,2,1,5,4,4,1,1,3,1.0,0,0,1,0,0,1,0,1.0,1,1,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False
116,50,0,1,2627,15,0,157,5,1,1,5,1,5,5,1,5,1,0,2,0.0,0,2,0,1,0,0,1,0.0,1,0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
