Passenger_ID,Age,Gender,Class,Flight_Distance,Departure_Delay,Arrival_Delay,Flight_Duration,Seat_Comfort,InFlight_Entertainment,Food_Quality,Cleanliness,Cabin_Staff_Service,Legroom,Baggage_Handling,CheckIn_Service,Boarding_Process,WiFi_Service,Festival_Season_Travel,Overall_Satisfaction,Recommendation,Complaint_Submitted,Loyalty_Membership,Frequent_Flyer,Baggage_Lost,Compensation_Received,Seat_Upgrade,Special_Assistance,Refund_Requested,Discount_Received,Preferred_Airline,Frequent_Route_Chennai - Kolkata,Frequent_Route_Delhi - Mumbai,Frequent_Route_Pune - Delhi,Travel_Purpose_Family_True,Travel_Purpose_Leisure_True,Travel_Purpose_Medical_True,Travel_Purpose_Study_True,Travel_Purpose_Transit_True,Airline_Name_AirAsia India_True,Airline_Name_Akasa Air_True,Airline_Name_Alliance Air_True,Airline_Name_GoAir_True,Airline_Name_Indigo_True,Airline_Name_SpiceJet_True,Airline_Name_TruJet_True,Airline_Name_Vistara_True,Departure_City_Bangalore_True,Departure_City_Bhubaneswar_True,Departure_City_Chennai_True,Departure_City_Delhi_True,Departure_City_Guwahati_True,Departure_City_Hyderabad_True,Departure_City_Jaipur_True,Departure_City_Kochi_True,Departure_City_Kolkata_True,Departure_City_Lucknow_True,Departure_City_Mumbai_True,Departure_City_Pune_True,Arrival_City_Bangalore_True,Arrival_City_Bhubaneswar_True,Arrival_City_Chennai_True,Arrival_City_Delhi_True,Arrival_City_Guwahati_True,Arrival_City_Hyderabad_True,Arrival_City_Jaipur_True,Arrival_City_Kochi_True,Arrival_City_Kolkata_True,Arrival_City_Lucknow_True,Arrival_City_Mumbai_True,Arrival_City_Pune_True,Complaint_Type_Broken Entertainment System_True,Complaint_Type_Delay_True,Complaint_Type_Food_True,Complaint_Type_Long Security Check_True,Complaint_Type_No Complaint_True,Complaint_Type_Other_True,Complaint_Type_Service_True,Complaint_Type_Turbulence_True,Complaint_Type_Unhygienic Toilets_True,Seat_Type_Middle_True,Seat_Type_Standard_True,Seat_Type_Window_True,Booking_Channel_Mobile App_True,Booking_Channel_Online_True,Booking_Channel_Travel Agency_True,Payment_Method_Credit Card_True,Payment_Method_Debit Card_True,Payment_Method_Net Banking_True,Payment_Method_UPI_True,Airline_Loyalty_Program_Flying Returns (Air India)_True,Airline_Loyalty_Program_IndiGo 6E Rewards_True,Airline_Loyalty_Program_SpiceClub_True,Feedback,Total_Delay,Low_Seat_Comfort,Low_InFlight_Entertainment,Low_Food_Quality,Low_Cleanliness,Low_Cabin_Staff_Service,Low_Legroom,Low_Baggage_Handling,Low_CheckIn_Service,Low_Boarding_Process,Low_WiFi_Service,Satisfied
50,50,0,2,1441,15,5,86,1,5,4,1,5,3,4,1,1,2,1,5,0.0,0,3,0,0,0,0,0,1.0,0,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,,20,1,0,0,1,0,0,0,1,1,1,1
51,50,0,1,5000,15,5,300,1,4,5,5,5,1,5,5,1,4,1,5,0.0,1,0,1,0,0,0,1,0.0,0,2,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,,20,1,0,0,0,0,1,0,0,1,0,1
52,50,0,1,5000,15,0,300,5,5,5,5,4,5,4,5,2,1,1,1,0.0,1,2,0,0,0,0,1,0.0,0,1,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,Feedback_Comments_WiFi was not working.,15,0,0,0,0,0,0,0,0,1,1,0
53,76,1,1,2216,0,5,132,5,2,1,4,1,1,5,5,4,1,0,4,0.0,0,1,0,1,1,0,0,0.0,1,0,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,,5,0,1,1,0,1,1,0,0,0,1,1
54,90,1,1,954,0,0,57,4,5,4,5,5,1,5,5,1,1,0,4,0.0,0,2,0,0,1,0,1,0.0,0,0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,Feedback_Comments_Great service!,0,0,0,0,0,0,1,0,0,1,1,1
55,50,1,2,1441,15,5,86,5,2,2,2,4,5,1,5,5,1,0,4,0.0,0,3,0,0,0,1,1,0.0,1,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,Feedback_Comments_Good,20,0,1,1,1,0,0,1,0,0,1,1
56,50,0,0,1441,15,5,86,5,4,4,4,5,4,1,5,4,2,1,3,0.0,1,3,0,0,0,0,0,0.0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,,20,0,0,0,0,0,0,1,0,0,1,0
57,39,1,2,1358,0,0,81,5,5,1,5,5,2,5,2,5,1,1,4,0.0,0,2,1,1,0,0,0,1.0,1,0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,Feedback_Comments_Good,0,0,0,1,0,0,1,0,1,0,1,1
58,50,0,2,1388,15,5,83,5,1,1,5,1,4,1,5,1,1,1,3,0.0,0,0,0,0,0,1,0,1.0,1,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,Feedback_Comments_Terrible experience.,20,0,1,1,0,1,0,1,0,1,1,0
59,50,1,1,438,15,0,26,1,4,1,5,1,1,5,1,1,1,1,3,0.0,0,0,1,1,0,1,1,0.0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,,15,1,0,1,0,1,1,0,1,1,1,0
60,50,1,1,1441,15,0,86,5,4,1,5,1,3,1,5,5,1,0,5,0.0,0,3,0,0,1,0,1,0.0,0,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,Feedback_Comments_WiFi was not working.,15,0,0,1,0,1,0,1,0,0,1,1
61,50,1,1,5000,15,0,300,5,5,1,5,5,5,1,5,1,1,0,4,0.0,0,1,0,0,0,0,0,0.0,1,1,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,Feedback_Comments_Good,15,0,0,1,0,0,0,1,0,1,1,1
62,68,1,0,586,15,0,35,5,4,1,2,1,5,5,5,1,2,1,3,0.0,0,1,0,0,0,0,1,1.0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,Feedback_Comments_Terrible experience.,15,0,0,1,1,1,0,0,0,1,1,0
63,90,0,0,1441,15,0,86,2,4,5,5,4,4,1,1,5,1,1,1,0.0,0,3,0,0,0,0,1,0.0,1,1,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,Feedback_Comments_Good,15,1,0,0,0,0,0,1,1,0,1,0
64,90,1,1,5000,0,0,300,1,5,2,4,4,1,1,1,5,2,1,4,0.0,1,3,1,1,1,0,1,0.0,0,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,Feedback_Comments_Great service!,0,1,0,1,0,0,1,1,1,0,1,1
65,90,1,2,1441,0,5,86,5,5,2,2,5,4,5,5,5,2,1,1,0.0,0,1,1,1,0,1,0,0.0,1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,Feedback_Comments_No Feedback,5,0,0,1,1,0,0,0,0,0,1,0
66,50,0,0,1441,15,5,86,4,4,1,1,5,5,2,4,2,1,0,4,0.0,1,0,0,0,0,0,0,0.0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,,20,0,0,1,1,0,0,1,0,1,1,1
67,50,1,0,874,0,0,52,2,5,5,1,5,1,1,5,1,1,0,1,0.0,0,2,1,1,0,0,1,1.0,1,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,Feedback_Comments_Food was cold.,0,1,0,0,1,0,1,1,0,1,1,0
68,59,1,1,1441,15,0,86,5,5,5,4,5,1,1,5,4,2,0,4,1.0,0,1,1,0,0,0,1,0.0,0,0,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,Feedback_Comments_Good,15,0,0,0,0,0,1,1,0,0,1,1
69,39,1,2,1441,0,5,86,3,2,3,1,5,1,1,5,4,1,0,1,0.0,0,1,0,0,1,0,0,0.0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Feedback_Comments_Loved the flight.,5,0,1,0,1,0,1,1,0,0,1,0
70,65,0,2,1441,15,0,86,5,2,4,4,5,5,4,5,2,2,1,4,0.0,0,0,0,1,0,0,1,0.0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,Feedback_Comments_Good,15,0,1,0,0,0,0,0,0,1,1,1
71,63,1,0,1441,0,0,86,1,4,1,5,5,5,2,1,4,1,0,5,1.0,0,3,1,1,0,0,1,0.0,0,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,Feedback_Comments_Good,0,1,0,1,0,0,0,1,1,0,1,1
72,50,1,1,1441,15,5,86,3,3,2,2,4,2,4,5,1,1,1,3,1.0,0,3,1,0,0,0,1,0.0,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,Feedback_Comments_Terrible experience.,20,0,0,1,1,0,1,0,0,1,1,0
73,24,1,2,1441,0,0,86,3,5,4,1,4,1,4,4,5,1,0,4,0.0,0,1,0,0,0,0,1,0.0,0,2,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,Feedback_Comments_Loved the flight.,0,0,0,0,1,0,1,0,0,0,1,1
74,50,0,1,1441,0,5,86,5,5,5,1,1,4,5,5,4,2,0,3,1.0,0,3,0,0,1,0,0,0.0,0,2,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,Feedback_Comments_Good,5,0,0,0,1,1,0,0,0,0,1,0
75,61,1,0,5000,0,5,300,5,2,1,5,2,4,3,5,2,1,1,3,1.0,0,2,1,1,0,1,0,0.0,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,Feedback_Comments_Terrible experience.,5,0,1,1,0,1,0,0,0,1,1,0
76,55,1,1,1441,0,0,86,5,4,4,4,2,4,1,1,4,1,1,4,0.0,0,0,0,0,1,0,1,0.0,1,2,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,Feedback_Comments_Great service!,0,0,0,0,0,1,0,1,1,0,1,1
77,50,1,2,1436,15,0,86,1,1,5,5,4,1,1,2,5,2,1,4,0.0,0,3,1,0,0,0,0,0.0,0,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,,15,1,1,0,0,0,1,1,1,0,1,1
78,90,0,1,1441,0,5,86,4,4,3,5,1,2,1,1,4,1,1,3,1.0,0,1,0,0,1,0,0,1.0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,Feedback_Comments_Loved the flight.,5,0,0,0,0,1,1,1,1,0,1,0
79,23,1,0,5000,15,5,300,5,4,4,4,4,5,3,5,4,1,0,5,0.0,0,3,0,0,1,1,1,0.0,1,0,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,Feedback_Comments_No Feedback,20,0,0,0,0,0,0,0,0,0,1,1
80,50,0,2,1441,15,5,86,5,5,1,1,1,2,4,4,1,1,0,1,1.0,0,1,0,1,0,1,0,0.0,0,2,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,Feedback_Comments_Food was cold.,20,0,0,1,1,1,1,0,0,1,1,0
81,90,0,1,5000,0,5,300,1,5,1,5,1,1,5,5,1,1,0,4,0.0,0,1,0,0,1,0,0,0.0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,Feedback_Comments_Good,5,1,0,1,0,1,1,0,0,1,1,1
82,50,0,2,5000,15,0,300,4,1,5,5,1,1,1,5,1,1,1,5,0.0,0,0,0,0,0,0,0,0.0,0,1,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,Feedback_Comments_Good,15,0,1,0,0,1,1,1,0,1,1,1
83,47,1,1,1441,15,5,86,1,5,1,4,4,2,1,5,1,1,1,1,0.0,0,0,1,0,0,0,1,0.0,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,Feedback_Comments_Good,20,1,0,1,0,0,1,1,0,1,1,0
84,50,0,2,1441,15,0,86,5,4,1,5,2,1,1,1,4,1,0,5,0.0,0,0,1,0,1,0,0,0.0,1,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,Feedback_Comments_WiFi was not working.,15,0,0,1,0,1,1,1,1,0,1,1
85,50,1,1,1441,15,5,86,5,5,1,1,1,4,1,1,5,1,1,1,0.0,1,2,1,1,0,1,1,0.0,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,Feedback_Comments_Food was cold.,20,0,0,1,1,1,0,1,1,0,1,0
86,58,1,1,5000,0,5,300,5,4,1,5,5,2,2,5,4,1,0,4,1.0,0,0,1,1,0,1,1,1.0,0,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Feedback_Comments_No Feedback,5,0,0,1,0,0,1,1,0,0,1,1
87,50,1,1,1441,15,0,86,4,5,1,1,5,5,1,2,4,1,0,1,0.0,1,3,0,0,1,0,0,0.0,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,Feedback_Comments_Terrible experience.,15,0,0,1,1,0,0,1,1,0,1,0
88,50,1,0,1441,15,5,86,1,5,1,2,1,1,1,5,1,1,1,5,0.0,1,1,1,0,0,0,1,1.0,0,1,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,Feedback_Comments_Loved the flight.,20,1,0,1,1,1,1,1,0,1,1,1
89,90,1,2,1441,0,5,86,5,1,5,4,5,5,1,1,4,1,1,5,1.0,1,1,1,1,1,1,0,0.0,1,2,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,Feedback_Comments_No Feedback,5,0,1,0,0,0,0,1,1,0,1,1
90,50,1,2,1441,0,5,86,5,1,4,1,1,5,4,4,4,1,1,4,0.0,1,1,1,1,1,0,1,0.0,0,2,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,,5,0,1,0,1,1,0,0,0,0,1,1
91,50,1,0,2130,1,5,127,5,5,1,5,4,1,5,4,5,1,1,4,1.0,0,1,1,0,0,0,0,0.0,0,2,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,Feedback_Comments_Terrible experience.,6,0,0,1,0,0,1,0,0,0,1,1
92,55,1,2,1441,0,5,86,4,1,2,2,5,4,1,4,1,1,0,4,1.0,0,0,1,0,0,1,1,0.0,1,2,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,Feedback_Comments_Food was cold.,5,0,1,1,1,0,0,1,0,1,1,1
93,90,1,2,1620,15,5,97,5,4,5,5,2,5,1,1,4,1,1,4,0.0,1,1,0,0,1,0,1,0.0,0,2,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,Feedback_Comments_Good,20,0,0,0,0,1,0,1,1,0,1,1
94,51,1,2,1441,0,5,86,4,5,2,5,3,5,4,4,4,1,0,1,0.0,0,2,0,0,0,0,1,0.0,1,1,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,Feedback_Comments_Terrible experience.,5,0,0,1,0,0,0,0,0,0,1,0
95,21,0,2,5000,0,0,300,5,1,1,1,3,5,4,5,4,1,0,4,0.0,0,0,1,1,0,0,0,0.0,0,2,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,Feedback_Comments_Good,0,0,1,1,1,0,0,0,0,0,1,1
96,90,1,1,942,0,5,56,4,5,1,1,5,5,5,1,5,1,0,1,0.0,1,0,0,0,1,0,1,1.0,1,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,Feedback_Comments_Good,5,0,0,1,1,0,0,0,1,0,1,0
97,90,1,1,2797,0,5,167,4,5,5,4,5,4,1,5,4,4,1,1,1.0,0,3,0,0,0,0,0,0.0,1,2,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,,5,0,0,0,0,0,0,1,0,0,0,0
98,43,1,2,5000,15,5,300,5,5,5,5,4,1,1,4,5,1,0,4,1.0,0,0,0,1,0,1,1,1.0,1,1,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,Feedback_Comments_Good,20,0,0,0,0,0,1,1,0,0,1,1
99,50,1,2,1441,0,0,86,5,5,2,5,5,2,1,5,3,2,1,1,0.0,0,1,0,1,0,0,0,0.0,1,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,Feedback_Comments_Great service!,0,0,0,1,0,0,1,1,0,0,1,0
100,90,1,2,1441,15,5,86,5,5,5,5,5,4,1,4,1,1,1,4,0.0,1,0,0,1,0,1,1,1.0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,Feedback_Comments_Terrible experience.,20,0,0,0,0,0,0,1,0,1,1,1
101,90,0,0,1441,15,0,86,1,1,5,1,5,5,1,2,4,2,1,5,0.0,1,2,0,1,0,0,1,0.0,1,2,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,Feedback_Comments_Food was cold.,15,1,1,0,1,0,0,1,1,0,1,1
102,50,0,1,1441,15,5,86,4,1,4,4,2,2,5,4,5,1,1,5,1.0,0,0,0,1,1,0,0,1.0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,,20,0,1,0,0,1,1,0,0,0,1,1
103,90,1,1,5000,0,5,300,5,1,5,3,1,1,1,5,1,1,0,3,0.0,0,0,1,1,0,1,1,0.0,0,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Feedback_Comments_No Feedback,5,0,1,0,0,1,1,1,0,1,1,0
104,51,1,1,1441,15,5,86,1,5,1,1,5,4,5,5,5,1,1,1,0.0,0,1,0,1,0,0,1,1.0,1,2,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,Feedback_Comments_Loved the flight.,20,1,0,1,1,0,0,0,0,0,1,0
